Date,Bar Name,Brand Name,Actual Demand (ml),Forecast (ml),Par Level (ml),Chosen Model
2023-11-22,Johnson's Bar,Miller,0.0,65.90142857142857,450,7-day moving average
2023-11-23,Johnson's Bar,Miller,0.0,65.90142857142857,450,7-day moving average
2023-11-24,Johnson's Bar,Miller,590.85,25.50857142857143,390,7-day moving average
2023-11-25,Johnson's Bar,Miller,0.0,109.9157142857143,540,7-day moving average
2023-11-26,Johnson's Bar,Miller,374.61,109.9157142857143,540,7-day moving average
2023-11-27,Johnson's Bar,Miller,0.0,137.92285714285714,600,7-day moving average
2023-11-28,Johnson's Bar,Miller,363.94,137.92285714285714,600,7-day moving average
2023-11-29,Johnson's Bar,Miller,0.0,189.91428571428574,690,7-day moving average
2023-11-30,Johnson's Bar,Miller,0.0,189.91428571428574,690,7-day moving average
2023-12-01,Johnson's Bar,Miller,0.0,189.91428571428574,690,7-day moving average
2023-12-02,Johnson's Bar,Miller,0.0,105.50714285714285,540,7-day moving average
2023-12-03,Johnson's Bar,Miller,0.0,105.50714285714285,540,7-day moving average
2023-12-04,Johnson's Bar,Miller,0.0,51.99142857142857,420,7-day moving average
2023-12-05,Johnson's Bar,Miller,367.63,51.99142857142857,420,7-day moving average
2023-12-06,Johnson's Bar,Miller,0.0,52.51857142857143,420,7-day moving average
2023-12-07,Johnson's Bar,Miller,0.0,52.51857142857143,420,7-day moving average
2023-12-08,Johnson's Bar,Miller,0.0,52.51857142857143,420,7-day moving average
2023-12-09,Johnson's Bar,Miller,0.0,52.51857142857143,420,7-day moving average
2023-12-10,Johnson's Bar,Miller,0.0,52.51857142857143,420,7-day moving average
2023-12-11,Johnson's Bar,Miller,519.95,52.51857142857143,420,7-day moving average
2023-12-12,Johnson's Bar,Miller,0.0,126.79714285714286,570,7-day moving average
2023-12-13,Johnson's Bar,Miller,52.81,74.27857142857144,480,7-day moving average
2023-12-14,Johnson's Bar,Miller,0.0,81.82285714285715,480,7-day moving average
2023-12-15,Johnson's Bar,Miller,0.0,81.82285714285715,480,7-day moving average
2023-12-16,Johnson's Bar,Miller,0.0,81.82285714285715,480,7-day moving average
2023-12-17,Johnson's Bar,Miller,0.0,81.82285714285715,480,7-day moving average
2023-12-18,Johnson's Bar,Miller,0.0,81.82285714285715,480,7-day moving average
2023-12-19,Johnson's Bar,Miller,0.0,7.5442857142857145,330,7-day moving average
2023-12-20,Johnson's Bar,Miller,0.0,7.5442857142857145,330,7-day moving average
2023-12-21,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-22,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-23,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-24,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-25,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-26,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-27,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-28,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-29,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-30,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-12-31,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2024-01-01,Johnson's Bar,Miller,0.0,0.0,330,7-day moving average
2023-10-21,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-10-22,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-10-23,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-10-24,Johnson's Bar,Smirnoff,0.0,116.1525,660,day-of-week seasonal mean
2023-10-25,Johnson's Bar,Smirnoff,0.0,98.4625,630,day-of-week seasonal mean
2023-10-26,Johnson's Bar,Smirnoff,410.57,143.16625,720,day-of-week seasonal mean
2023-10-27,Johnson's Bar,Smirnoff,0.0,51.01875,540,day-of-week seasonal mean
2023-10-28,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-10-29,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-10-30,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-10-31,Johnson's Bar,Smirnoff,0.0,116.1525,660,day-of-week seasonal mean
2023-11-01,Johnson's Bar,Smirnoff,0.0,98.4625,630,day-of-week seasonal mean
2023-11-02,Johnson's Bar,Smirnoff,0.0,194.4875,840,day-of-week seasonal mean
2023-11-03,Johnson's Bar,Smirnoff,0.0,51.01875,540,day-of-week seasonal mean
2023-11-04,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-11-05,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-11-06,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-07,Johnson's Bar,Smirnoff,0.0,116.1525,660,day-of-week seasonal mean
2023-11-08,Johnson's Bar,Smirnoff,344.8,98.4625,630,day-of-week seasonal mean
2023-11-09,Johnson's Bar,Smirnoff,0.0,194.4875,840,day-of-week seasonal mean
2023-11-10,Johnson's Bar,Smirnoff,0.0,36.31125,510,day-of-week seasonal mean
2023-11-11,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-12,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-11-13,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-14,Johnson's Bar,Smirnoff,0.0,116.1525,660,day-of-week seasonal mean
2023-11-15,Johnson's Bar,Smirnoff,0.0,141.5625,720,day-of-week seasonal mean
2023-11-16,Johnson's Bar,Smirnoff,206.66,194.48749999999998,840,day-of-week seasonal mean
2023-11-17,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-18,Johnson's Bar,Smirnoff,299.38,0.0,450,day-of-week seasonal mean
2023-11-19,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-11-20,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-21,Johnson's Bar,Smirnoff,0.0,69.22125,570,day-of-week seasonal mean
2023-11-22,Johnson's Bar,Smirnoff,484.73,141.5625,720,day-of-week seasonal mean
2023-11-23,Johnson's Bar,Smirnoff,0.0,220.32,870,day-of-week seasonal mean
2023-11-24,Johnson's Bar,Smirnoff,451.46,0.0,450,day-of-week seasonal mean
2023-11-25,Johnson's Bar,Smirnoff,0.0,37.4225,510,day-of-week seasonal mean
2023-11-26,Johnson's Bar,Smirnoff,0.0,65.6075,570,day-of-week seasonal mean
2023-11-27,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-28,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-11-29,Johnson's Bar,Smirnoff,0.0,152.9,750,day-of-week seasonal mean
2023-11-30,Johnson's Bar,Smirnoff,0.0,181.54375000000002,810,day-of-week seasonal mean
2023-12-01,Johnson's Bar,Smirnoff,0.0,56.4325,540,day-of-week seasonal mean
2023-12-02,Johnson's Bar,Smirnoff,0.0,37.4225,510,day-of-week seasonal mean
2023-12-03,Johnson's Bar,Smirnoff,0.0,32.34875,510,day-of-week seasonal mean
2023-12-04,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-05,Johnson's Bar,Smirnoff,288.39,0.0,450,day-of-week seasonal mean
2023-12-06,Johnson's Bar,Smirnoff,0.0,152.9,750,day-of-week seasonal mean
2023-12-07,Johnson's Bar,Smirnoff,0.0,145.85625000000002,720,day-of-week seasonal mean
2023-12-08,Johnson's Bar,Smirnoff,355.77,56.4325,540,day-of-week seasonal mean
2023-12-09,Johnson's Bar,Smirnoff,0.0,37.4225,510,day-of-week seasonal mean
2023-12-10,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-11,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-12,Johnson's Bar,Smirnoff,0.0,36.04875,510,day-of-week seasonal mean
2023-12-13,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-12-14,Johnson's Bar,Smirnoff,0.0,77.15375,600,day-of-week seasonal mean
2023-12-15,Johnson's Bar,Smirnoff,0.0,100.90375,630,day-of-week seasonal mean
2023-12-16,Johnson's Bar,Smirnoff,0.0,37.4225,510,day-of-week seasonal mean
2023-12-17,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-18,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-19,Johnson's Bar,Smirnoff,0.0,36.04875,510,day-of-week seasonal mean
2023-12-20,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-12-21,Johnson's Bar,Smirnoff,0.0,77.15375,600,day-of-week seasonal mean
2023-12-22,Johnson's Bar,Smirnoff,0.0,100.90375,630,day-of-week seasonal mean
2023-12-23,Johnson's Bar,Smirnoff,325.25,37.4225,510,day-of-week seasonal mean
2023-12-24,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-25,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-12-26,Johnson's Bar,Smirnoff,0.0,36.04875,510,day-of-week seasonal mean
2023-12-27,Johnson's Bar,Smirnoff,0.0,103.69125,660,day-of-week seasonal mean
2023-12-28,Johnson's Bar,Smirnoff,0.0,25.8325,480,day-of-week seasonal mean
2023-12-29,Johnson's Bar,Smirnoff,0.0,100.90375,630,day-of-week seasonal mean
2023-12-30,Johnson's Bar,Smirnoff,0.0,78.07875,600,day-of-week seasonal mean
2023-12-31,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2024-01-01,Johnson's Bar,Smirnoff,0.0,0.0,450,day-of-week seasonal mean
2023-10-21,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-22,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-23,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-24,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-25,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-26,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-27,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-28,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-29,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-30,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-10-31,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-01,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-02,Johnson's Bar,Sutter Home,498.38,0.0,390,7-day moving average
2023-11-03,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-04,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-05,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-06,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-07,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-08,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-09,Johnson's Bar,Sutter Home,0.0,71.19714285714285,510,7-day moving average
2023-11-10,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-11,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-12,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-13,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-14,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-15,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-16,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-11-17,Johnson's Bar,Sutter Home,338.49,0.0,390,7-day moving average
2023-11-18,Johnson's Bar,Sutter Home,0.0,48.355714285714285,480,7-day moving average
2023-11-19,Johnson's Bar,Sutter Home,0.0,48.355714285714285,480,7-day moving average
2023-11-20,Johnson's Bar,Sutter Home,0.0,48.355714285714285,480,7-day moving average
2023-11-21,Johnson's Bar,Sutter Home,0.0,48.355714285714285,480,7-day moving average
2023-11-22,Johnson's Bar,Sutter Home,476.88,48.355714285714285,480,7-day moving average
2023-11-23,Johnson's Bar,Sutter Home,0.0,116.48142857142857,600,7-day moving average
2023-11-24,Johnson's Bar,Sutter Home,0.0,116.48142857142857,600,7-day moving average
2023-11-25,Johnson's Bar,Sutter Home,0.0,68.12571428571428,510,7-day moving average
2023-11-26,Johnson's Bar,Sutter Home,486.5,68.12571428571428,510,7-day moving average
2023-11-27,Johnson's Bar,Sutter Home,574.68,137.62571428571428,660,7-day moving average
2023-11-28,Johnson's Bar,Sutter Home,0.0,219.72285714285712,810,7-day moving average
2023-11-29,Johnson's Bar,Sutter Home,0.0,219.72285714285712,810,7-day moving average
2023-11-30,Johnson's Bar,Sutter Home,302.94,151.59714285714284,690,7-day moving average
2023-12-01,Johnson's Bar,Sutter Home,0.0,194.8742857142857,780,7-day moving average
2023-12-02,Johnson's Bar,Sutter Home,0.0,194.8742857142857,780,7-day moving average
2023-12-03,Johnson's Bar,Sutter Home,0.0,194.8742857142857,780,7-day moving average
2023-12-04,Johnson's Bar,Sutter Home,0.0,125.3742857142857,630,7-day moving average
2023-12-05,Johnson's Bar,Sutter Home,0.0,43.277142857142856,480,7-day moving average
2023-12-06,Johnson's Bar,Sutter Home,0.0,43.277142857142856,480,7-day moving average
2023-12-07,Johnson's Bar,Sutter Home,278.89,43.277142857142856,480,7-day moving average
2023-12-08,Johnson's Bar,Sutter Home,0.0,39.84142857142857,450,7-day moving average
2023-12-09,Johnson's Bar,Sutter Home,0.0,39.84142857142857,450,7-day moving average
2023-12-10,Johnson's Bar,Sutter Home,0.0,39.84142857142857,450,7-day moving average
2023-12-11,Johnson's Bar,Sutter Home,0.0,39.84142857142857,450,7-day moving average
2023-12-12,Johnson's Bar,Sutter Home,0.0,39.84142857142857,450,7-day moving average
2023-12-13,Johnson's Bar,Sutter Home,468.15,39.84142857142857,450,7-day moving average
2023-12-14,Johnson's Bar,Sutter Home,0.0,106.72,600,7-day moving average
2023-12-15,Johnson's Bar,Sutter Home,122.37,66.87857142857142,510,7-day moving average
2023-12-16,Johnson's Bar,Sutter Home,0.0,84.36,540,7-day moving average
2023-12-17,Johnson's Bar,Sutter Home,538.09,84.36,540,7-day moving average
2023-12-18,Johnson's Bar,Sutter Home,0.0,161.23000000000002,690,7-day moving average
2023-12-19,Johnson's Bar,Sutter Home,0.0,161.23000000000002,690,7-day moving average
2023-12-20,Johnson's Bar,Sutter Home,0.0,161.23000000000002,690,7-day moving average
2023-12-21,Johnson's Bar,Sutter Home,0.0,94.35142857142857,570,7-day moving average
2023-12-22,Johnson's Bar,Sutter Home,0.0,94.35142857142857,570,7-day moving average
2023-12-23,Johnson's Bar,Sutter Home,0.0,76.87,540,7-day moving average
2023-12-24,Johnson's Bar,Sutter Home,0.0,76.87,540,7-day moving average
2023-12-25,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-12-26,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-12-27,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-12-28,Johnson's Bar,Sutter Home,0.0,0.0,390,7-day moving average
2023-12-29,Johnson's Bar,Sutter Home,105.88,0.0,390,7-day moving average
2023-12-30,Johnson's Bar,Sutter Home,0.0,15.125714285714285,420,7-day moving average
2023-12-31,Johnson's Bar,Sutter Home,196.65,15.125714285714285,420,7-day moving average
2024-01-01,Johnson's Bar,Sutter Home,0.0,43.21857142857142,480,7-day moving average
2023-10-21,Johnson's Bar,Yellow Tail,452.99,158.85285714285715,660,7-day moving average
2023-10-22,Johnson's Bar,Yellow Tail,535.92,223.56571428571428,780,7-day moving average
2023-10-23,Johnson's Bar,Yellow Tail,0.0,240.77285714285713,810,7-day moving average
2023-10-24,Johnson's Bar,Yellow Tail,0.0,240.77285714285713,810,7-day moving average
2023-10-25,Johnson's Bar,Yellow Tail,465.05,192.24571428571426,720,7-day moving average
2023-10-26,Johnson's Bar,Yellow Tail,0.0,258.6814285714285,870,7-day moving average
2023-10-27,Johnson's Bar,Yellow Tail,0.0,207.70857142857145,750,7-day moving average
2023-10-28,Johnson's Bar,Yellow Tail,0.0,207.70857142857145,750,7-day moving average
2023-10-29,Johnson's Bar,Yellow Tail,0.0,142.99571428571429,630,7-day moving average
2023-10-30,Johnson's Bar,Yellow Tail,262.86,66.43571428571428,480,7-day moving average
2023-10-31,Johnson's Bar,Yellow Tail,0.0,103.98714285714287,540,7-day moving average
2023-11-01,Johnson's Bar,Yellow Tail,255.67,103.98714285714287,540,7-day moving average
2023-11-02,Johnson's Bar,Yellow Tail,0.0,74.07571428571428,480,7-day moving average
2023-11-03,Johnson's Bar,Yellow Tail,0.0,74.07571428571428,480,7-day moving average
2023-11-04,Johnson's Bar,Yellow Tail,0.0,74.07571428571428,480,7-day moving average
2023-11-05,Johnson's Bar,Yellow Tail,0.0,74.07571428571428,480,7-day moving average
2023-11-06,Johnson's Bar,Yellow Tail,0.0,74.07571428571428,480,7-day moving average
2023-11-07,Johnson's Bar,Yellow Tail,161.33,36.52428571428571,420,7-day moving average
2023-11-08,Johnson's Bar,Yellow Tail,0.0,59.57142857142857,450,7-day moving average
2023-11-09,Johnson's Bar,Yellow Tail,0.0,23.04714285714286,390,7-day moving average
2023-11-10,Johnson's Bar,Yellow Tail,388.88,23.04714285714286,390,7-day moving average
2023-11-11,Johnson's Bar,Yellow Tail,0.0,78.60142857142857,510,7-day moving average
2023-11-12,Johnson's Bar,Yellow Tail,0.0,78.60142857142857,510,7-day moving average
2023-11-13,Johnson's Bar,Yellow Tail,0.0,78.60142857142857,510,7-day moving average
2023-11-14,Johnson's Bar,Yellow Tail,0.0,78.60142857142857,510,7-day moving average
2023-11-15,Johnson's Bar,Yellow Tail,0.0,55.55428571428571,450,7-day moving average
2023-11-16,Johnson's Bar,Yellow Tail,0.0,55.55428571428571,450,7-day moving average
2023-11-17,Johnson's Bar,Yellow Tail,0.0,55.55428571428571,450,7-day moving average
2023-11-18,Johnson's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-11-19,Johnson's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-11-20,Johnson's Bar,Yellow Tail,499.52,0.0,330,7-day moving average
2023-11-21,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-22,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-23,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-24,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-25,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-26,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-27,Johnson's Bar,Yellow Tail,0.0,71.36,480,7-day moving average
2023-11-28,Johnson's Bar,Yellow Tail,208.35,0.0,330,7-day moving average
2023-11-29,Johnson's Bar,Yellow Tail,0.0,29.764285714285712,390,7-day moving average
2023-11-30,Johnson's Bar,Yellow Tail,0.0,29.764285714285712,390,7-day moving average
2023-12-01,Johnson's Bar,Yellow Tail,413.25,29.764285714285712,390,7-day moving average
2023-12-02,Johnson's Bar,Yellow Tail,0.0,88.8,510,7-day moving average
2023-12-03,Johnson's Bar,Yellow Tail,0.0,88.8,510,7-day moving average
2023-12-04,Johnson's Bar,Yellow Tail,294.0,88.8,510,7-day moving average
2023-12-05,Johnson's Bar,Yellow Tail,108.32,130.8,600,7-day moving average
2023-12-06,Johnson's Bar,Yellow Tail,0.0,116.50999999999999,570,7-day moving average
2023-12-07,Johnson's Bar,Yellow Tail,0.0,116.50999999999999,570,7-day moving average
2023-12-08,Johnson's Bar,Yellow Tail,207.15,116.50999999999999,570,7-day moving average
2023-12-09,Johnson's Bar,Yellow Tail,0.0,87.06714285714285,510,7-day moving average
2023-12-10,Johnson's Bar,Yellow Tail,0.0,87.06714285714285,510,7-day moving average
2023-12-11,Johnson's Bar,Yellow Tail,0.0,87.06714285714285,510,7-day moving average
2023-12-12,Johnson's Bar,Yellow Tail,554.41,45.06714285714286,420,7-day moving average
2023-12-13,Johnson's Bar,Yellow Tail,0.0,108.7942857142857,570,7-day moving average
2023-12-14,Johnson's Bar,Yellow Tail,0.0,108.7942857142857,570,7-day moving average
2023-12-15,Johnson's Bar,Yellow Tail,0.0,108.7942857142857,570,7-day moving average
2023-12-16,Johnson's Bar,Yellow Tail,0.0,79.20142857142856,510,7-day moving average
2023-12-17,Johnson's Bar,Yellow Tail,0.0,79.20142857142856,510,7-day moving average
2023-12-18,Johnson's Bar,Yellow Tail,0.0,79.20142857142856,510,7-day moving average
2023-12-19,Johnson's Bar,Yellow Tail,0.0,79.20142857142856,510,7-day moving average
2023-12-20,Johnson's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-12-21,Johnson's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-12-22,Johnson's Bar,Yellow Tail,344.68,0.0,330,7-day moving average
2023-12-23,Johnson's Bar,Yellow Tail,0.0,49.24,450,7-day moving average
2023-12-24,Johnson's Bar,Yellow Tail,228.74,49.24,450,7-day moving average
2023-12-25,Johnson's Bar,Yellow Tail,0.0,81.91714285714286,510,7-day moving average
2023-12-26,Johnson's Bar,Yellow Tail,0.0,81.91714285714286,510,7-day moving average
2023-12-27,Johnson's Bar,Yellow Tail,0.0,81.91714285714286,510,7-day moving average
2023-12-28,Johnson's Bar,Yellow Tail,0.0,81.91714285714286,510,7-day moving average
2023-12-29,Johnson's Bar,Yellow Tail,0.0,81.91714285714286,510,7-day moving average
2023-12-30,Johnson's Bar,Yellow Tail,0.0,32.67714285714286,420,7-day moving average
2023-12-31,Johnson's Bar,Yellow Tail,0.0,32.67714285714286,420,7-day moving average
2024-01-01,Johnson's Bar,Yellow Tail,0.0,0.0,330,7-day moving average
2023-10-21,Smith's Bar,Absolut,228.72,202.27249999999998,840,day-of-week seasonal mean
2023-10-22,Smith's Bar,Absolut,0.0,67.3575,570,day-of-week seasonal mean
2023-10-23,Smith's Bar,Absolut,158.54,0.0,420,day-of-week seasonal mean
2023-10-24,Smith's Bar,Absolut,0.0,78.63875000000002,600,day-of-week seasonal mean
2023-10-25,Smith's Bar,Absolut,403.13,158.88625,750,day-of-week seasonal mean
2023-10-26,Smith's Bar,Absolut,0.0,151.70625,750,day-of-week seasonal mean
2023-10-27,Smith's Bar,Absolut,0.0,73.32375,570,day-of-week seasonal mean
2023-10-28,Smith's Bar,Absolut,0.0,230.8625,900,day-of-week seasonal mean
2023-10-29,Smith's Bar,Absolut,0.0,67.3575,570,day-of-week seasonal mean
2023-10-30,Smith's Bar,Absolut,0.0,19.8175,480,day-of-week seasonal mean
2023-10-31,Smith's Bar,Absolut,371.68,64.92875000000001,570,day-of-week seasonal mean
2023-11-01,Smith's Bar,Absolut,0.0,209.2775,840,day-of-week seasonal mean
2023-11-02,Smith's Bar,Absolut,280.97,78.3425,600,day-of-week seasonal mean
2023-11-03,Smith's Bar,Absolut,212.94,73.32375,570,day-of-week seasonal mean
2023-11-04,Smith's Bar,Absolut,0.0,230.8625,900,day-of-week seasonal mean
2023-11-05,Smith's Bar,Absolut,160.64,67.3575,570,day-of-week seasonal mean
2023-11-06,Smith's Bar,Absolut,157.02,19.8175,480,day-of-week seasonal mean
2023-11-07,Smith's Bar,Absolut,210.08,111.38875000000002,660,day-of-week seasonal mean
2023-11-08,Smith's Bar,Absolut,0.0,135.95375,720,day-of-week seasonal mean
2023-11-09,Smith's Bar,Absolut,0.0,91.3225,630,day-of-week seasonal mean
2023-11-10,Smith's Bar,Absolut,0.0,99.94125,630,day-of-week seasonal mean
2023-11-11,Smith's Bar,Absolut,491.48,230.8625,900,day-of-week seasonal mean
2023-11-12,Smith's Bar,Absolut,156.61,87.4375,600,day-of-week seasonal mean
2023-11-13,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-11-14,Smith's Bar,Absolut,462.35,137.64875,720,day-of-week seasonal mean
2023-11-15,Smith's Bar,Absolut,0.0,91.7775,630,day-of-week seasonal mean
2023-11-16,Smith's Bar,Absolut,0.0,91.3225,630,day-of-week seasonal mean
2023-11-17,Smith's Bar,Absolut,318.86,99.94125,630,day-of-week seasonal mean
2023-11-18,Smith's Bar,Absolut,0.0,292.2975,1020,day-of-week seasonal mean
2023-11-19,Smith's Bar,Absolut,0.0,39.65625,510,day-of-week seasonal mean
2023-11-20,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-11-21,Smith's Bar,Absolut,0.0,195.44250000000002,810,day-of-week seasonal mean
2023-11-22,Smith's Bar,Absolut,0.0,91.7775,630,day-of-week seasonal mean
2023-11-23,Smith's Bar,Absolut,0.0,35.12125,510,day-of-week seasonal mean
2023-11-24,Smith's Bar,Absolut,0.0,139.79874999999998,720,day-of-week seasonal mean
2023-11-25,Smith's Bar,Absolut,0.0,292.2975,1020,day-of-week seasonal mean
2023-11-26,Smith's Bar,Absolut,0.0,39.65625,510,day-of-week seasonal mean
2023-11-27,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-11-28,Smith's Bar,Absolut,0.0,195.44250000000002,810,day-of-week seasonal mean
2023-11-29,Smith's Bar,Absolut,0.0,91.7775,630,day-of-week seasonal mean
2023-11-30,Smith's Bar,Absolut,0.0,35.12125,510,day-of-week seasonal mean
2023-12-01,Smith's Bar,Absolut,0.0,139.79874999999998,720,day-of-week seasonal mean
2023-12-02,Smith's Bar,Absolut,0.0,217.6325,870,day-of-week seasonal mean
2023-12-03,Smith's Bar,Absolut,0.0,39.65625,510,day-of-week seasonal mean
2023-12-04,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-12-05,Smith's Bar,Absolut,0.0,195.44250000000002,810,day-of-week seasonal mean
2023-12-06,Smith's Bar,Absolut,0.0,50.39125,540,day-of-week seasonal mean
2023-12-07,Smith's Bar,Absolut,153.07,35.12125,510,day-of-week seasonal mean
2023-12-08,Smith's Bar,Absolut,0.0,94.74625,630,day-of-week seasonal mean
2023-12-09,Smith's Bar,Absolut,0.0,144.5475,720,day-of-week seasonal mean
2023-12-10,Smith's Bar,Absolut,147.69,39.65625,510,day-of-week seasonal mean
2023-12-11,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-12-12,Smith's Bar,Absolut,0.0,153.47750000000002,750,day-of-week seasonal mean
2023-12-13,Smith's Bar,Absolut,0.0,50.39125,540,day-of-week seasonal mean
2023-12-14,Smith's Bar,Absolut,0.0,54.255,540,day-of-week seasonal mean
2023-12-15,Smith's Bar,Absolut,0.0,94.74625,630,day-of-week seasonal mean
2023-12-16,Smith's Bar,Absolut,100.93,90.025,600,day-of-week seasonal mean
2023-12-17,Smith's Bar,Absolut,0.0,58.1175,540,day-of-week seasonal mean
2023-12-18,Smith's Bar,Absolut,0.0,39.445,510,day-of-week seasonal mean
2023-12-19,Smith's Bar,Absolut,353.81,130.51375000000002,690,day-of-week seasonal mean
2023-12-20,Smith's Bar,Absolut,0.0,50.39125,540,day-of-week seasonal mean
